task,id,trial,payoff_sure,payoff_risky,prob,choice,rt,pos
gamble,34,1,500,990,0.4,sure,11.704764287998842,rs
gamble,34,2,500,1720,0.4,risky,3.864904818998184,sr
gamble,34,3,500,970,0.3,sure,4.176928468998085,rs
gamble,34,4,500,5650,0.3,risky,3.5319815289985854,sr
gamble,34,5,500,1040,0.3,sure,3.53694082599759,sr
gamble,34,6,500,1120,0.3,risky,4.628719645003002,rs
gamble,34,7,500,830,0.4,sure,5.1498123860001215,rs
gamble,34,8,500,1570,0.5,risky,2.5465349959995365,rs
gamble,34,9,500,1000,0.5,risky,3.0859274059985182,sr
gamble,34,10,500,920,0.4,sure,2.676511121000658,sr
gamble,34,11,500,800,0.5,risky,4.15543958499984,sr
gamble,34,12,500,2650,0.4,risky,2.135059263000585,rs
gamble,34,13,500,880,0.5,risky,11.827148124000814,sr
gamble,34,14,500,840,0.5,risky,2.8130568609994953,sr
gamble,34,15,500,3840,0.4,risky,1.726087921000726,rs
gamble,34,16,500,1410,0.5,risky,1.5781997679987398,rs
gamble,34,17,500,1960,0.4,risky,2.268495148000511,sr
gamble,34,18,500,760,0.5,sure,3.2355658970009245,sr
gamble,34,19,500,1220,0.3,sure,6.419595396000659,sr
gamble,34,20,500,2020,0.5,risky,1.6530601129998104,sr
gamble,34,21,500,1890,0.3,sure,7.716913459000352,rs
gamble,34,22,500,2340,0.5,risky,1.4744858789999853,rs
gamble,34,23,500,1490,0.3,sure,6.729236490999028,sr
gamble,34,24,500,1060,0.4,sure,2.7490256819983188,sr
gamble,34,25,500,2180,0.3,risky,4.112778892998904,sr
gamble,34,26,500,1670,0.3,sure,1.3584624440009065,sr
gamble,34,27,500,940,0.5,risky,6.314635986000212,rs
gamble,34,28,500,3640,0.3,risky,1.871045697000227,sr
gamble,34,29,500,1530,0.4,sure,5.0458360299999185,rs
gamble,34,30,500,1250,0.4,sure,2.6380670520011336,sr
gamble,34,31,500,1380,0.4,sure,1.3815089010022348,sr
gamble,34,32,500,870,0.4,sure,3.936318656000367,rs
gamble,34,33,500,700,1.0,risky,1.9712638540004264,sr
gamble,34,34,500,730,0.5,sure,1.942475834999641,rs
gamble,34,35,500,3160,0.4,risky,1.4179307049998897,rs
gamble,34,36,500,1340,0.3,sure,7.074019084997417,sr
gamble,34,37,500,1080,0.5,risky,9.865743560003466,rs
gamble,34,38,500,1770,0.5,risky,1.4897003559999575,rs
gamble,34,39,500,3010,0.3,risky,3.334768963002716,sr
gamble,34,40,500,1270,0.5,risky,2.3538015140002244,rs
gamble,34,41,500,2540,0.3,risky,3.0779722580009548,sr
gamble,34,42,500,4480,0.3,risky,1.451947295001446,rs
gamble,34,43,500,7290,0.3,risky,1.1391376620013034,rs
gamble,34,44,500,1170,0.5,risky,3.7978967990020465,sr
gamble,34,45,500,2260,0.4,risky,2.0149164960021153,sr
gamble,34,46,500,300,1.0,sure,1.6482926009994117,sr
gamble,34,47,500,1150,0.4,sure,4.1597907499999565,rs
